"","key","age_upon_intake","animal_id.x","animal_type.x","breed.x","color.x","Intake_Date","found_location","intake_condition","intake_type","name.x","sex_upon_intake","rank.x","age_upon_outcome","animal_id.y","animal_type.y","breed.y","color.y","date_of_birth","Outcome_Date","name.y","outcome_subtype","outcome_type","sex_upon_outcome","rank.y"
"532","A491764.1","7 years","A491764","Dog","Miniature Schnauzer Mix","Black/Brown","2014-09-13T12:08:00.000","Springdale And Webberville in Austin (TX)","Normal","Stray","Loretta","Spayed Female",1,"7 years","A491764","Dog","Miniature Schnauzer Mix","Black/Brown","2007-06-06T00:00:00","2014-09-13T19:03:00","Loretta","","Return to Owner","Spayed Female",1
"533","A491810.1","8 years","A491810","Dog","German Shepherd Mix","Brown/Black","2013-12-13T15:05:00.000","Austin (TX)","Other","Euthanasia Request","Katie","Spayed Female",1,"8 years","A491810","Dog","German Shepherd Mix","Brown/Black","2005-10-23T00:00:00","2013-12-13T17:31:00","Katie","Suffering","Euthanasia","Spayed Female",1
"534","A491814.1","7 years","A491814","Dog","Rat Terrier","White/Tan","2014-01-16T14:11:00.000","5800 Teri Rd. in Austin (TX)","Normal","Stray","Sadie","Spayed Female",1,"7 years","A491814","Dog","Rat Terrier","White/Tan","2006-11-07T00:00:00","2014-01-16T18:09:00","Sadie","","Return to Owner","Spayed Female",1
"535","A491814.2","7 years","A491814","Dog","Rat Terrier","White/Tan","2014-06-09T11:31:00.000","East Stassney & Teri Road in Austin (TX)","Normal","Stray","Sadie","Spayed Female",2,"7 years","A491814","Dog","Rat Terrier","White/Tan","2006-11-07T00:00:00","2014-06-09T16:57:00","Sadie","","Return to Owner","Spayed Female",2
"536","A491818.1","10 years","A491818","Dog","Australian Cattle Dog Mix","Brown/Blue Merle","2016-12-05T14:15:00.000","East Highway 290 in Manor (TX)","Normal","Stray","Leeloo","Spayed Female",1,"10 years","A491818","Dog","Australian Cattle Dog Mix","Brown/Blue Merle","2006-11-13T00:00:00","2016-12-06T15:00:00","Leeloo","","Return to Owner","Spayed Female",1
"537","A492030.1","10 years","A492030","Dog","Miniature Pinscher Mix","Chocolate/Tan","2014-07-19T15:49:00.000","1302 Parker Ln in Austin (TX)","Normal","Stray","Johnny","Neutered Male",1,"10 years","A492030","Dog","Miniature Pinscher Mix","Chocolate/Tan","2004-05-17T00:00:00","2014-07-25T16:43:00","Johnny","","Return to Owner","Neutered Male",1
"538","A492808.1","7 years","A492808","Dog","Chinese Sharpei/Labrador Retriever","Brown/White","2014-09-14T14:27:00.000","Manor (TX)","Normal","Owner Surrender","Gus","Neutered Male",1,"8 years","A492808","Dog","Chinese Sharpei/Labrador Retriever","Brown/White","2006-09-29T00:00:00","2014-09-27T16:25:00","Gus","","Adoption","Neutered Male",1
"539","A492949.1","11 years","A492949","Dog","Labrador Retriever Mix","Black","2018-01-26T12:41:00.000","6300 Ken Caryl Drive in Austin (TX)","Aged","Stray","Negro","Neutered Male",1,"11 years","A492949","Dog","Labrador Retriever Mix","Black","2006-11-21T00:00:00","2018-01-26T17:17:00","Negro","","Return to Owner","Neutered Male",1
"540","A493167.1","12 years","A493167","Dog","Chow Chow/Pekingese","Black","2017-04-21T14:59:00.000","Austin (TX)","Normal","Owner Surrender","Midnight","Spayed Female",1,"12 years","A493167","Dog","Chow Chow/Pekingese","Black","2005-04-21T00:00:00","2017-09-10T16:28:00","Midnight","Foster","Adoption","Spayed Female",1
"541","A493225.1","13 years","A493225","Dog","Chihuahua Shorthair Mix","White/Tan","2016-02-28T16:40:00.000","Austin (TX)","Normal","Owner Surrender","Heartbreaker","Neutered Male",1,"13 years","A493225","Dog","Chihuahua Shorthair Mix","White/Tan","2002-11-25T00:00:00","2016-02-29T12:46:00","Heartbreaker","","Return to Owner","Neutered Male",1
"542","A493225.2","13 years","A493225","Dog","Chihuahua Shorthair Mix","White/Tan","2016-04-29T12:09:00.000","11501 Century Oaks Terrace in Austin (TX)","Normal","Stray","Heartbreaker","Neutered Male",2,"13 years","A493225","Dog","Chihuahua Shorthair Mix","White/Tan","2002-11-25T00:00:00","2016-05-01T17:30:00","Heartbreaker","","Return to Owner","Neutered Male",2
"543","A493291.1","6 years","A493291","Dog","Staffordshire Mix","Brown/White","2013-10-27T22:42:00.000","408 W Dittmar in Austin (TX)","Normal","Stray","Tex","Neutered Male",1,"6 years","A493291","Dog","Staffordshire Mix","Brown/White","2007-04-26T00:00:00","2013-10-27T22:43:00","Tex","","Return to Owner","Neutered Male",1
"544","A493761.1","13 years","A493761","Dog","Miniature Poodle Mix","White","2017-12-23T16:48:00.000","168 Tiffany Trail in Austin (TX)","Normal","Public Assist","Shorte","Neutered Male",1,"13 years","A493761","Dog","Miniature Poodle Mix","White","2004-12-01T00:00:00","2017-12-29T08:45:00","Shorte","Suffering","Euthanasia","Neutered Male",1
"545","A493772.1","6 years","A493772","Dog","Labrador Retriever Mix","Buff","2013-12-23T13:23:00.000","Austin (TX)","Normal","Owner Surrender","Buster","Neutered Male",1,"7 years","A493772","Dog","Labrador Retriever Mix","Buff","2007-01-07T00:00:00","2014-01-07T17:41:00","Buster","","Adoption","Neutered Male",1
"546","A494120.1","8 years","A494120","Dog","West Highland/Toy Fox Terrier","White","2016-04-02T15:57:00.000","Walton Ln And Bolm Rd in Austin (TX)","Normal","Stray","Chino","Intact Male",1,"8 years","A494120","Dog","West Highland/Toy Fox Terrier","White","2007-07-31T00:00:00","2016-04-07T19:38:00","Chino","","Adoption","Neutered Male",1
"547","A494120.2","8 years","A494120","Dog","West Highland/Toy Fox Terrier","White","2016-04-11T17:49:00.000","Austin (TX)","Normal","Owner Surrender","Chino","Neutered Male",2,"9 years","A494120","Dog","West Highland/Toy Fox Terrier","White","2007-07-31T00:00:00","2016-07-31T14:49:00","Chino","Foster","Adoption","Neutered Male",2
"548","A494170.1","8 years","A494170","Dog","German Shepherd Mix","Sable","2015-10-05T12:21:00.000","Brody Ln And Harpers Ferry Ln in Austin (TX)","Normal","Stray","Super","Neutered Male",1,"8 years","A494170","Dog","German Shepherd Mix","Sable","2007-07-14T00:00:00","2015-10-06T11:13:00","Super","","Return to Owner","Neutered Male",1
"549","A494176.1","10 years","A494176","Dog","German Shepherd/Catahoula","Black/Brown","2017-04-23T17:08:00.000","S 1St St & Mulberry Dr in Austin (TX)","Normal","Stray","Katy","Spayed Female",1,"10 years","A494176","Dog","German Shepherd/Catahoula","Black/Brown","2007-04-26T00:00:00","2017-04-24T09:38:00","Katy","","Return to Owner","Spayed Female",1
"550","A494226.1","8 years","A494226","Dog","American Staffordshire Terrier Mix","Brown Brindle/White","2014-04-15T15:46:00.000","Slaughter Ln & Manchaca in Austin (TX)","Sick","Stray","Zero","Neutered Male",1,"8 years","A494226","Dog","American Staffordshire Terrier Mix","Brown Brindle/White","2005-12-05T00:00:00","2014-04-15T18:47:00","Zero","","Return to Owner","Neutered Male",1
"551","A494990.1","11 years","A494990","Dog","Chihuahua Shorthair Mix","White/Brown","2013-11-02T14:10:00.000","2705 Rundberg in Austin (TX)","Other","Stray","Milo","Neutered Male",1,"11 years","A494990","Dog","Chihuahua Shorthair Mix","White/Brown","2002-11-02T00:00:00","2013-11-06T11:49:00","Milo","Suffering","Euthanasia","Neutered Male",1
"552","A495008.1","12 years","A495008","Dog","Boston Terrier","Black/White","2015-12-17T11:19:00.000","969 And Hunters Bend in Austin (TX)","Normal","Stray","Boxx","Neutered Male",1,"12 years","A495008","Dog","Boston Terrier","Black/White","2003-05-15T00:00:00","2015-12-17T15:26:00","Boxx","","Return to Owner","Neutered Male",1
"553","A495060.1","8 years","A495060","Dog","Border Collie Mix","White/Tricolor","2016-06-14T13:58:00.000","Austin (TX)","Normal","Owner Surrender","Lulu Belle","Spayed Female",1,"8 years","A495060","Dog","Border Collie Mix","White/Tricolor","2007-10-03T00:00:00","2016-07-24T08:05:00","Lulu Belle","Foster","Adoption","Spayed Female",1
"554","A495060.2","8 years","A495060","Dog","Border Collie Mix","White/Tricolor","2016-09-06T15:07:00.000","Austin (TX)","Normal","Owner Surrender","Lulu Belle","Spayed Female",2,"9 years","A495060","Dog","Border Collie Mix","White/Tricolor","2007-10-03T00:00:00","2016-11-20T11:41:00","Lulu Belle","Foster","Adoption","Spayed Female",2
"555","A495308.1","10 years","A495308","Dog","Pit Bull/Pug","Brown Brindle","2015-02-24T14:22:00.000","2417 Blue Meadow Dr in Austin (TX)","Normal","Stray","Sheila","Spayed Female",1,"10 years","A495308","Dog","Pit Bull/Pug","Brown Brindle","2004-12-18T00:00:00","2015-02-27T12:05:00","Sheila","","Return to Owner","Spayed Female",1
"556","A495369.1","11 years","A495369","Dog","Yorkshire Terrier Mix","Black/Brown","2016-09-10T17:32:00.000","10611 Golden Quail Dr in Austin (TX)","Normal","Stray","Lilly","Spayed Female",1,"11 years","A495369","Dog","Yorkshire Terrier Mix","Black/Brown","2005-06-18T00:00:00","2016-09-10T19:19:00","Lilly","","Return to Owner","Spayed Female",1
"557","A495740.1","9 years","A495740","Dog","Golden Retriever Mix","Buff/White","2015-12-14T12:58:00.000","Austin (TX)","Normal","Owner Surrender","Yoda","Neutered Male",1,"9 years","A495740","Dog","Golden Retriever Mix","Buff/White","2005-12-23T00:00:00","2015-12-19T15:02:00","Yoda","","Adoption","Neutered Male",1
"558","A495792.1","6 years","A495792","Cat","Domestic Shorthair Mix","White/Brown Tabby","2014-07-25T13:36:00.000","Austin (TX)","Normal","Owner Surrender","Macintosh","Neutered Male",1,"6 years","A495792","Cat","Domestic Shorthair Mix","White/Brown Tabby","2007-10-13T00:00:00","2014-08-23T18:15:00","Macintosh","","Adoption","Neutered Male",1
"559","A496561.1","6 years","A496561","Dog","Labrador Retriever Mix","Black/White","2013-12-20T11:11:00.000","Austin (TX)","Normal","Public Assist","Tynan","Neutered Male",1,"6 years","A496561","Dog","Labrador Retriever Mix","Black/White","2007-11-07T00:00:00","2013-12-30T11:23:00","Tynan","","Return to Owner","Neutered Male",1
"560","A496619.1","14 years","A496619","Dog","Yorkshire Terrier","Black/Brown","2016-05-09T15:44:00.000","4703 S Congress in Austin (TX)","Normal","Stray","Nikko","Neutered Male",1,"14 years","A496619","Dog","Yorkshire Terrier","Black/Brown","2002-05-09T00:00:00","2016-05-09T18:19:00","Nikko","","Return to Owner","Neutered Male",1
"561","A496789.1","7 years","A496789","Cat","Domestic Shorthair Mix","Blue/White","2014-08-21T11:04:00.000","Austin (TX)","Injured","Owner Surrender","Arabella","Spayed Female",1,"7 years","A496789","Cat","Domestic Shorthair Mix","Blue/White","2007-01-06T00:00:00","2014-08-21T11:38:00","Arabella","Suffering","Euthanasia","Spayed Female",1
"562","A497904.1","10 years","A497904","Dog","Pit Bull Mix","Black/White","2017-12-27T14:17:00.000","8800 S 1St St in Austin (TX)","Normal","Stray","Ebony Hope","Spayed Female",1,"10 years","A497904","Dog","Pit Bull Mix","Black/White","2007-01-17T00:00:00","2017-12-27T15:37:00","Ebony Hope","","Return to Owner","Spayed Female",1
"563","A498100.1","7 years","A498100","Dog","Parson Russell Terrier","White/Brown","2015-08-31T14:06:00.000","4601 East St Elmo in Austin (TX)","Normal","Owner Surrender","Rusty","Neutered Male",1,"7 years","A498100","Dog","Parson Russell Terrier","White/Brown","2007-09-18T00:00:00","2015-09-01T13:25:00","Rusty","","Return to Owner","Neutered Male",1
"564","A498537.1","9 years","A498537","Dog","Labrador Retriever Mix","Black","2015-03-13T13:35:00.000","5426 Manchaca  #225 in Austin (TX)","Normal","Public Assist","Koby","Neutered Male",1,"9 years","A498537","Dog","Labrador Retriever Mix","Black","2006-01-28T00:00:00","2015-03-17T11:44:00","Koby","","Return to Owner","Neutered Male",1
"565","A498720.1","9 years","A498720","Dog","Rat Terrier","Tricolor","2016-03-19T16:37:00.000","7244 Wardman Drive in Travis (TX)","Normal","Stray","*Mitzi","Spayed Female",1,"10 years","A498720","Dog","Rat Terrier","Tricolor","2006-07-30T00:00:00","2016-07-29T13:25:00","*Mitzi","Foster","Adoption","Spayed Female",1
"566","A498735.1","8 years","A498735","Dog","Miniature Schnauzer Mix","Black/Gray","2015-03-18T17:49:00.000","Austin (TX)","Normal","Public Assist","Gretel","Spayed Female",1,"8 years","A498735","Dog","Miniature Schnauzer Mix","Black/Gray","2006-11-26T00:00:00","2015-03-28T12:32:00","Gretel","","Return to Owner","Spayed Female",1
"567","A498842.1","8 years","A498842","Dog","Pit Bull","Brown Brindle/White","2015-03-06T12:58:00.000","Austin (TX)","Normal","Owner Surrender","Shine","Intact Male",1,"8 years","A498842","Dog","Pit Bull","Brown Brindle/White","2007-01-28T00:00:00","2015-03-07T09:37:00","Shine","Aggressive","Euthanasia","Intact Male",1
"568","A499024.1","7 years","A499024","Dog","Labrador Retriever Mix","Brown Brindle","2014-01-05T14:02:00.000","Austin (TX)","Normal","Owner Surrender","Dora","Spayed Female",1,"7 years","A499024","Dog","Labrador Retriever Mix","Brown Brindle","2006-04-30T00:00:00","2014-01-08T13:21:00","Dora","","Return to Owner","Spayed Female",1
"569","A499156.1","8 years","A499156","Dog","Shetland Sheepdog/Basenji","Brown/White","2015-11-05T12:36:00.000","Austin (TX)","Normal","Owner Surrender","Shadow","Spayed Female",1,"8 years","A499156","Dog","Shetland Sheepdog/Basenji","Brown/White","2007-01-31T00:00:00","2015-11-06T12:46:00","Shadow","Partner","Transfer","Spayed Female",1
"570","A499387.1","8 years","A499387","Cat","Domestic Shorthair Mix","Brown Tabby/Orange","2015-04-11T15:06:00.000","Del Valle (TX)","Normal","Owner Surrender","Daisy","Spayed Female",1,"8 years","A499387","Cat","Domestic Shorthair Mix","Brown Tabby/Orange","2007-04-02T00:00:00","2015-04-20T18:45:00","Daisy","","Adoption","Spayed Female",1
"571","A500002.1","6 years","A500002","Dog","Labrador Retriever/Boxer","Black/White","2014-05-30T16:22:00.000","Travis (TX)","Normal","Public Assist","Bruce Lee","Intact Male",1,"6 years","A500002","Dog","Labrador Retriever/Boxer","Black/White","2007-06-16T00:00:00","2014-06-06T18:53:00","Bruce Lee","","Return to Owner","Intact Male",1
"572","A500002.2","7 years","A500002","Dog","Labrador Retriever/Boxer","Black/White","2014-07-08T17:27:00.000","13430 Onion Creek Dr in Travis (TX)","Normal","Stray","Bruce Lee","Intact Male",2,"7 years","A500002","Dog","Labrador Retriever/Boxer","Black/White","2007-06-16T00:00:00","2014-07-12T15:10:00","Bruce Lee","Aggressive","Euthanasia","Intact Male",2
"573","A500065.1","13 years","A500065","Cat","Domestic Shorthair Mix","Flame Point/White","2015-02-23T13:18:00.000","7315 Cooper Ln in Austin (TX)","Normal","Stray","Bruno","Neutered Male",1,"13 years","A500065","Cat","Domestic Shorthair Mix","Flame Point/White","2002-02-09T00:00:00","2015-02-24T14:39:00","Bruno","","Return to Owner","Neutered Male",1
"574","A500073.1","10 years","A500073","Dog","Tibetan Terrier","Black","2017-06-28T09:19:00.000","Fm 969 And Astor Place in Austin (TX)","Normal","Stray","Dobbins","Neutered Male",1,"10 years","A500073","Dog","Tibetan Terrier","Black","2007-02-09T00:00:00","2017-06-28T11:18:00","Dobbins","","Return to Owner","Neutered Male",1
"575","A500349.1","9 years","A500349","Dog","Parson Russell Terrier","Tricolor","2016-07-05T14:14:00.000","Manor (TX)","Normal","Owner Surrender","Koi","Neutered Male",1,"9 years","A500349","Dog","Parson Russell Terrier","Tricolor","2007-06-12T00:00:00","2016-07-09T13:09:00","Koi","","Adoption","Neutered Male",1
"576","A500862.1","6 years","A500862","Dog","Silky Terrier Mix","White","2013-10-28T18:03:00.000","Yeager Lane And Parmer Lane in Austin (TX)","Normal","Stray","Doggie","Spayed Female",1,"6 years","A500862","Dog","Silky Terrier Mix","White","2007-02-18T00:00:00","2013-10-30T14:02:00","Doggie","","Return to Owner","Spayed Female",1
"577","A500873.1","10 years","A500873","Cat","Domestic Shorthair Mix","Brown Tabby","2017-11-04T15:34:00.000","Austin (TX)","Normal","Owner Surrender","Nikki","Spayed Female",1,"10 years","A500873","Cat","Domestic Shorthair Mix","Brown Tabby","2007-08-18T00:00:00","2017-11-19T11:29:00","Nikki","","Adoption","Spayed Female",1
"578","A500955.1","9 years","A500955","Cat","Domestic Shorthair Mix","Black","2016-11-17T13:00:00.000","Pflugerville (TX)","Normal","Owner Surrender","Ziggy","Neutered Male",1,"10 years","A500955","Cat","Domestic Shorthair Mix","Black","2007-06-08T00:00:00","2017-10-29T17:43:00","Ziggy","Foster","Adoption","Neutered Male",1
"579","A501071.1","7 years","A501071","Cat","Domestic Longhair Mix","Brown Tabby","2015-03-07T12:13:00.000","Austin (TX)","Normal","Public Assist","Uno","Neutered Male",1,"7 years","A501071","Cat","Domestic Longhair Mix","Brown Tabby","2007-04-25T00:00:00","2015-04-01T13:00:00","Uno","Partner","Transfer","Neutered Male",1
"580","A501076.1","7 years","A501076","Dog","Pit Bull","Brown/White","2015-04-12T17:34:00.000","4900 Hilldale Drive in Austin (TX)","Normal","Public Assist","Babie","Intact Female",1,"7 years","A501076","Dog","Pit Bull","Brown/White","2008-01-14T00:00:00","2015-04-14T17:40:00","Babie","","Return to Owner","Spayed Female",1
"581","A501193.1","9 years","A501193","Dog","Chihuahua Shorthair Mix","Tan/Black","2017-02-12T13:00:00.000","12200 Carl Rd in Creedmoor (TX)","Aged","Stray","Chester","Neutered Male",1,"9 years","A501193","Dog","Chihuahua Shorthair Mix","Tan/Black","2007-04-26T00:00:00","2017-02-12T16:28:00","Chester","","Return to Owner","Neutered Male",1
"582","A501255.1","8 years","A501255","Dog","Pit Bull Mix","Brown/White","2014-03-08T17:07:00.000","Roanoke Dr And Loyola Ln in Austin (TX)","Normal","Stray","Kane","Intact Male",1,"8 years","A501255","Dog","Pit Bull Mix","Brown/White","2006-02-22T00:00:00","2014-03-10T17:08:00","Kane","","Return to Owner","Neutered Male",1
"583","A501433.1","9 years","A501433","Dog","Labrador Retriever/Pit Bull","Black/White","2016-10-19T18:53:00.000","5918 Kevin Kelly Place in Austin (TX)","Normal","Stray","Brady","Neutered Male",1,"9 years","A501433","Dog","Labrador Retriever/Pit Bull","Black/White","2007-10-13T00:00:00","2016-10-20T11:54:00","Brady","","Return to Owner","Neutered Male",1
"584","A501443.1","9 years","A501443","Dog","Labrador Retriever Mix","Black","2014-08-11T13:02:00.000","Lakeway (TX)","Normal","Owner Surrender","Chuy","Spayed Female",1,"9 years","A501443","Dog","Labrador Retriever Mix","Black","2005-02-25T00:00:00","2014-09-17T14:10:00","Chuy","","Adoption","Spayed Female",1
"585","A501600.1","8 years","A501600","Dog","Doberman Pinsch Mix","Black/Tan","2016-05-04T13:21:00.000","2200 Berkeley Ave in Austin (TX)","Normal","Stray","Mojo","Neutered Male",1,"8 years","A501600","Dog","Doberman Pinsch Mix","Black/Tan","2007-12-05T00:00:00","2016-05-05T15:16:00","Mojo","","Return to Owner","Neutered Male",1
